"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"2NprmRR+mhkSLLKel+OdgxDQac6FIx1Yq33D6hblig=","2NprmRR+mhkSLLKel+OdgxDQac6FIx1Yq33D6hblig=","2NprmRR+mhkSLLKel+OdgxDQac6FIx1Yq33D6hblig=","","","","1","6","2019-12-21","en"
"CTH9oLbhU1YgCX0Xq8A7A0CSwkeqo+hUFj46cAM0PFE=","CTH9oLbhU1YgCX0Xq8A7A0CSwkeqo+hUFj46cAM0PFE=","CTH9oLbhU1YgCX0Xq8A7A0CSwkeqo+hUFj46cAM0PFE=","","En07","","0","6","2020-01-09","th"
"rsyTZunQSHD0wcGmbSadRR+9Eo70CSUGQ1uT5i0B+Sg=","rsyTZunQSHD0wcGmbSadRR+9Eo70CSUGQ1uT5i0B+Sg=","rsyTZunQSHD0wcGmbSadRR+9Eo70CSUGQ1uT5i0B+Sg=","","araaaa....~~~","","4","50","2020-01-14","en"
"EGar47qB4JqlPG9y0ormxgmsqX9yqN4O7ZWT8pV80Xo=","EGar47qB4JqlPG9y0ormxgmsqX9yqN4O7ZWT8pV80Xo=","EGar47qB4JqlPG9y0ormxgmsqX9yqN4O7ZWT8pV80Xo=","","","","0","34","2019-11-22","en"
"oh6H5ouVAbxn0VEnEO8Khwlsd0uLeCvnd+m9Dg1tKEY=","oh6H5ouVAbxn0VEnEO8Khwlsd0uLeCvnd+m9Dg1tKEY=","oh6H5ouVAbxn0VEnEO8Khwlsd0uLeCvnd+m9Dg1tKEY=","","","","0","33","2020-01-14","en"
"95dkGwqfJ0qxi5piSAYc8l47b12LtpyPt2Pn5qFD+f0=","95dkGwqfJ0qxi5piSAYc8l47b12LtpyPt2Pn5qFD+f0=","95dkGwqfJ0qxi5piSAYc8l47b12LtpyPt2Pn5qFD+f0=","","","","0","0","2019-12-07","en"
"HqMjAznrhySN8EkFbFXDGNTeKWPgWJJiqKuva4iobsM=","HqMjAznrhySN8EkFbFXDGNTeKWPgWJJiqKuva4iobsM=","HqMjAznrhySN8EkFbFXDGNTeKWPgWJJiqKuva4iobsM=","","","","0","0","2019-12-08","en"
"1JegTHxMUe69yPrdcwJn9Jr8Ersn2xnfR2+Ns7Fqqs=","1JegTHxMUe69yPrdcwJn9Jr8Ersn2xnfR2+Ns7Fqqs=","1JegTHxMUe69yPrdcwJn9Jr8Ersn2xnfR2+Ns7Fqqs=","","","","0","0","2019-12-23","en"
"bkxRMBUXZLiQLAl3teXcCFp55OXjO2LQUHrVIPUZReQ=","bkxRMBUXZLiQLAl3teXcCFp55OXjO2LQUHrVIPUZReQ=","bkxRMBUXZLiQLAl3teXcCFp55OXjO2LQUHrVIPUZReQ=","","","","0","12","2020-01-09","th"
"mJs4D7Eo31ssGpiezMdAsUaPU8HYDk0MJTN0Jqc6Yng=","mJs4D7Eo31ssGpiezMdAsUaPU8HYDk0MJTN0Jqc6Yng=","mJs4D7Eo31ssGpiezMdAsUaPU8HYDk0MJTN0Jqc6Yng=","","","","0","2","2019-12-07","en"
"GvNdsRKUgUn8PM+1g2VoZO5LNPJHYHfnRcdIuS0gew=","GvNdsRKUgUn8PM+1g2VoZO5LNPJHYHfnRcdIuS0gew=","GvNdsRKUgUn8PM+1g2VoZO5LNPJHYHfnRcdIuS0gew=","","","","2","43","2019-12-06","th"
"5Ma1yttR1L4XJsl39s0PkyFzjDcScnCoBne1R70Rxo=","5Ma1yttR1L4XJsl39s0PkyFzjDcScnCoBne1R70Rxo=","5Ma1yttR1L4XJsl39s0PkyFzjDcScnCoBne1R70Rxo=","","","","0","4","2020-01-09","en"
"KNJXOxJjzlrC2gK09cVwi3XatzArda+5VERnTZ1smBM=","KNJXOxJjzlrC2gK09cVwi3XatzArda+5VERnTZ1smBM=","KNJXOxJjzlrC2gK09cVwi3XatzArda+5VERnTZ1smBM=","","","","0","0","2020-01-15","en"
"6dw5LMNipp0KPULNPJ97lxyFGCRx2tNfw3L2kaG+WJU=","6dw5LMNipp0KPULNPJ97lxyFGCRx2tNfw3L2kaG+WJU=","6dw5LMNipp0KPULNPJ97lxyFGCRx2tNfw3L2kaG+WJU=","","มึงจะปลุกปั่นประชาชนยังไงก็ทำไป แต่อย่ามาหมิ่นกษัตริย์ของกู","","8","99","2019-12-08","th"
"2UxYx3EetLr5o072x2DpavfZED0gLOgZpZfeAy3awA=","2UxYx3EetLr5o072x2DpavfZED0gLOgZpZfeAy3awA=","2UxYx3EetLr5o072x2DpavfZED0gLOgZpZfeAy3awA=","","","","1","19","2020-01-09","th"
"t7QyGMeMbC68TV71UBtWGetd5Ccc5ypFcxulCrB9jc=","t7QyGMeMbC68TV71UBtWGetd5Ccc5ypFcxulCrB9jc=","t7QyGMeMbC68TV71UBtWGetd5Ccc5ypFcxulCrB9jc=","","","","0","4","2020-01-13","en"
"qgbbYJS3+vrON7Z0SCaNsaKCwGirV3QRomcw35wNkQ=","qgbbYJS3+vrON7Z0SCaNsaKCwGirV3QRomcw35wNkQ=","qgbbYJS3+vrON7Z0SCaNsaKCwGirV3QRomcw35wNkQ=","","","","0","15","2020-01-15","th"
"o+cE9OO8YrBZmUNJaxeoLsouEXnEzT+2Pyrp5nqqtE=","o+cE9OO8YrBZmUNJaxeoLsouEXnEzT+2Pyrp5nqqtE=","o+cE9OO8YrBZmUNJaxeoLsouEXnEzT+2Pyrp5nqqtE=","","ผมนี่แหละ","","1","14","2019-12-05","th"
"n30MJQyLGM4iiWJzcIn+TFzxv33ZKQXOxlvsasJy9S0=","n30MJQyLGM4iiWJzcIn+TFzxv33ZKQXOxlvsasJy9S0=","n30MJQyLGM4iiWJzcIn+TFzxv33ZKQXOxlvsasJy9S0=","","joke","","0","5","2019-12-08","en"
"tOHw7OAA1S1AW0EfUkOlGYnvxhOOuVmOCB0hM5dPTI=","tOHw7OAA1S1AW0EfUkOlGYnvxhOOuVmOCB0hM5dPTI=","tOHw7OAA1S1AW0EfUkOlGYnvxhOOuVmOCB0hM5dPTI=","","","","0","10","2020-01-14","en"
"piztCgTNZI6rsEbkOGHvBjP2mUv1zVINGFdlmF4T8=","piztCgTNZI6rsEbkOGHvBjP2mUv1zVINGFdlmF4T8=","piztCgTNZI6rsEbkOGHvBjP2mUv1zVINGFdlmF4T8=","","","","0","2","2020-01-09","en"
"vJmr1VR8K5RS75nvelNRSv2S1PfZPH8GrMBZWzTH5GM=","vJmr1VR8K5RS75nvelNRSv2S1PfZPH8GrMBZWzTH5GM=","vJmr1VR8K5RS75nvelNRSv2S1PfZPH8GrMBZWzTH5GM=","","","","0","2","2020-01-14","en"
"qCr4GfY8+oxalzw94u8RCZhaBkJ45XOtYdV8NOLUA=","qCr4GfY8+oxalzw94u8RCZhaBkJ45XOtYdV8NOLUA=","qCr4GfY8+oxalzw94u8RCZhaBkJ45XOtYdV8NOLUA=","","SEXY","","0","1","2020-01-14","en"
"QXcLYvzGmphDvWZsIXtDbX4Nimk60KhMaDLbvQbCo=","QXcLYvzGmphDvWZsIXtDbX4Nimk60KhMaDLbvQbCo=","QXcLYvzGmphDvWZsIXtDbX4Nimk60KhMaDLbvQbCo=","","","","1","35","2020-01-14","en"
"kPb5KnU4q6SsVVDnEEc3ZNCefdn2Ooev2puI75YVCQ=","kPb5KnU4q6SsVVDnEEc3ZNCefdn2Ooev2puI75YVCQ=","kPb5KnU4q6SsVVDnEEc3ZNCefdn2Ooev2puI75YVCQ=","","","","0","0","2020-01-14","en"
"sv9h4JbqDnKCjzjeHwNWSI+wDDbz46j2bXbWZd3pC4=","sv9h4JbqDnKCjzjeHwNWSI+wDDbz46j2bXbWZd3pC4=","sv9h4JbqDnKCjzjeHwNWSI+wDDbz46j2bXbWZd3pC4=","","กาลเวลา ที่ยังย้ำเตือนความทรงจำดีๆไม่เคยเสื่อม","","1","0","2019-12-07","en"
"LLt7vf5+GaP6sXEzX8SJ+plcfDTgX6FBR70iYba6k8M=","LLt7vf5+GaP6sXEzX8SJ+plcfDTgX6FBR70iYba6k8M=","LLt7vf5+GaP6sXEzX8SJ+plcfDTgX6FBR70iYba6k8M=","","","","0","2","2020-01-15","th"
"bHEDuOkkJzHRNbxbEukmEaJVNA+ld3MhTdAwih3mmG0=","bHEDuOkkJzHRNbxbEukmEaJVNA+ld3MhTdAwih3mmG0=","bHEDuOkkJzHRNbxbEukmEaJVNA+ld3MhTdAwih3mmG0=","","บรรยากาศช่างหนาวเหน็บ","","1","0","2019-12-07","en"
"2d6GMlOrUJUYVYSZRhtFIf3sV22G2aR8g5vPhkjHvrE=","2d6GMlOrUJUYVYSZRhtFIf3sV22G2aR8g5vPhkjHvrE=","2d6GMlOrUJUYVYSZRhtFIf3sV22G2aR8g5vPhkjHvrE=","","ตระกร้อ","","0","3","2019-12-08","en"
"p0A3njJTEcHolW3Ptnie+BsDIMEsH0GZfDYt1HimYFw=","p0A3njJTEcHolW3Ptnie+BsDIMEsH0GZfDYt1HimYFw=","p0A3njJTEcHolW3Ptnie+BsDIMEsH0GZfDYt1HimYFw=","","","","0","0","2019-12-08","en"
"xJ7oBtBQ5LwtB0heD3ikQI9IPRLEHZQLOoxa0oVSCDI=","xJ7oBtBQ5LwtB0heD3ikQI9IPRLEHZQLOoxa0oVSCDI=","xJ7oBtBQ5LwtB0heD3ikQI9IPRLEHZQLOoxa0oVSCDI=","","","","1","2","2019-12-08","th"
"NysagMWEw6QkTCDlcrPhpNSyVbnsZoDf54QrPbBXUX4=","NysagMWEw6QkTCDlcrPhpNSyVbnsZoDf54QrPbBXUX4=","NysagMWEw6QkTCDlcrPhpNSyVbnsZoDf54QrPbBXUX4=","","ขอบขี่ม้าเป็นอาชีพ","","0","3","2019-12-09","en"
"MYSLRSUjB31vDgGZurtoZ3QyYDWZIXoXwTRCpSGeVQ=","MYSLRSUjB31vDgGZurtoZ3QyYDWZIXoXwTRCpSGeVQ=","MYSLRSUjB31vDgGZurtoZ3QyYDWZIXoXwTRCpSGeVQ=","","","","0","0","2019-12-24","en"
"WRQIEh7AbNm8weiMNGNBWyUHcLru6Jhwg9jxV0fvSqo=","WRQIEh7AbNm8weiMNGNBWyUHcLru6Jhwg9jxV0fvSqo=","WRQIEh7AbNm8weiMNGNBWyUHcLru6Jhwg9jxV0fvSqo=","","","","0","0","2019-12-06","en"
"78y3umyudQU21ga4F+SFPvTR4KXSY+3LxqmgUYQsuQ=","78y3umyudQU21ga4F+SFPvTR4KXSY+3LxqmgUYQsuQ=","78y3umyudQU21ga4F+SFPvTR4KXSY+3LxqmgUYQsuQ=","","อิอิ คุคุ","","0","6","2020-01-13","en"
"cdLuDy2Kofg74lQL69GW8zUsfWafYDMChX7N7VNrmjs=","cdLuDy2Kofg74lQL69GW8zUsfWafYDMChX7N7VNrmjs=","cdLuDy2Kofg74lQL69GW8zUsfWafYDMChX7N7VNrmjs=","","just wanna play game","","0","10","2019-12-08","en"
"g8w721a9+aKVUyb01VWDwMjwAcuuhMPaiwKZWEGaWLI=","g8w721a9+aKVUyb01VWDwMjwAcuuhMPaiwKZWEGaWLI=","g8w721a9+aKVUyb01VWDwMjwAcuuhMPaiwKZWEGaWLI=","","","","0","1","2020-01-13","en"
"nlBkeoLYJgp4CRm52wqHNd8ysPv5gVimgpdrtbCsauQ=","nlBkeoLYJgp4CRm52wqHNd8ysPv5gVimgpdrtbCsauQ=","nlBkeoLYJgp4CRm52wqHNd8ysPv5gVimgpdrtbCsauQ=","","","","0","7","2020-01-13","en"
"aSjOGDAwYMl8+cWa8kJGx5Vznsn00ukJ2FrNgxuSHGM=","aSjOGDAwYMl8+cWa8kJGx5Vznsn00ukJ2FrNgxuSHGM=","aSjOGDAwYMl8+cWa8kJGx5Vznsn00ukJ2FrNgxuSHGM=","","","","23","41","2020-01-08","en"
"UBZHgl3iFaAdwGNyBxNCopSX+zoSPo488zZSwP+zzNs=","UBZHgl3iFaAdwGNyBxNCopSX+zoSPo488zZSwP+zzNs=","UBZHgl3iFaAdwGNyBxNCopSX+zoSPo488zZSwP+zzNs=","","","","1","32","2020-01-14","th"
"BnXZ7upOLbLlBJyyS5d3G2CDFKuLjkpqgbkc9BLPA=","BnXZ7upOLbLlBJyyS5d3G2CDFKuLjkpqgbkc9BLPA=","BnXZ7upOLbLlBJyyS5d3G2CDFKuLjkpqgbkc9BLPA=","","","","0","0","2020-01-14","en"
"1BuqfF5H28f+BcR5h6rv3wIamNK736MH6+YpYPYTk=","1BuqfF5H28f+BcR5h6rv3wIamNK736MH6+YpYPYTk=","1BuqfF5H28f+BcR5h6rv3wIamNK736MH6+YpYPYTk=","","","","0","2","2020-02-22","th"
"OrCe161fSp5ljAKABAjWsbgwSwwxf38Ua3IYo4i9g=","OrCe161fSp5ljAKABAjWsbgwSwwxf38Ua3IYo4i9g=","OrCe161fSp5ljAKABAjWsbgwSwwxf38Ua3IYo4i9g=","","","","0","4","2019-12-07","en"
"ZczSdkafT15FHhVyQ8iQAYmugCtFwsLU63fNvzovD94=","ZczSdkafT15FHhVyQ8iQAYmugCtFwsLU63fNvzovD94=","ZczSdkafT15FHhVyQ8iQAYmugCtFwsLU63fNvzovD94=","","","","21","158","2020-01-14","en"
"UgenyFYgf3xULAHP6pD5i077li8NgodBAoZYVo6P8=","UgenyFYgf3xULAHP6pD5i077li8NgodBAoZYVo6P8=","UgenyFYgf3xULAHP6pD5i077li8NgodBAoZYVo6P8=","","","","0","1","2020-01-09","en"
"LYJh4dSgTzB6oQrvkKnas5qB0gxsaVXPVBzn2RAUx28=","LYJh4dSgTzB6oQrvkKnas5qB0gxsaVXPVBzn2RAUx28=","LYJh4dSgTzB6oQrvkKnas5qB0gxsaVXPVBzn2RAUx28=","","","","0","22","2020-01-14","th"
"5dn19xTo3EIL7YewfSM0wHkCdyfdKahJgxxtFghLU=","5dn19xTo3EIL7YewfSM0wHkCdyfdKahJgxxtFghLU=","5dn19xTo3EIL7YewfSM0wHkCdyfdKahJgxxtFghLU=","","SAD","","0","1","2020-02-21","en"
"mOT7pR0fFdzGjuJ6XaY16RCHfKUMzeTBB7UnkEhO5PQ=","mOT7pR0fFdzGjuJ6XaY16RCHfKUMzeTBB7UnkEhO5PQ=","mOT7pR0fFdzGjuJ6XaY16RCHfKUMzeTBB7UnkEhO5PQ=","","","","0","10","2020-01-13","th"
"JaamBVCzMx98kWgMnUa1sOQa0SA5EgxagaSPgP1idk=","JaamBVCzMx98kWgMnUa1sOQa0SA5EgxagaSPgP1idk=","JaamBVCzMx98kWgMnUa1sOQa0SA5EgxagaSPgP1idk=","ประเทศไทย","อย่าเสือก","","1","14","2019-12-12","th"
"Xa2fg2s8RT30ET0sb2OYcNbMv4vGkNZAQ0eGrKopaJs=","Xa2fg2s8RT30ET0sb2OYcNbMv4vGkNZAQ0eGrKopaJs=","Xa2fg2s8RT30ET0sb2OYcNbMv4vGkNZAQ0eGrKopaJs=","","","","0","0","2019-12-07","en"
"AiZZKLXpa08GOuSXg2w9NwdNnp4zi7JUAISDZwVkvrw=","AiZZKLXpa08GOuSXg2w9NwdNnp4zi7JUAISDZwVkvrw=","AiZZKLXpa08GOuSXg2w9NwdNnp4zi7JUAISDZwVkvrw=","","","","0","0","2019-12-09","en"
"q4ifFj4gOppKRCk1fkmxyG7Tcs7qKpMIZgeZECpbZv0=","q4ifFj4gOppKRCk1fkmxyG7Tcs7qKpMIZgeZECpbZv0=","q4ifFj4gOppKRCk1fkmxyG7Tcs7qKpMIZgeZECpbZv0=","","","","0","0","2019-12-08","en"
"jleJIuwWFqnfp72wBb7KtQpj4Ag6Y7fInL9d16DoUE=","jleJIuwWFqnfp72wBb7KtQpj4Ag6Y7fInL9d16DoUE=","jleJIuwWFqnfp72wBb7KtQpj4Ag6Y7fInL9d16DoUE=","","","","0","3","2018-09-28","en"
"MEMDDcBuNlTytA6QDbx+R2qBLvJW9HflcVOZ832pans=","MEMDDcBuNlTytA6QDbx+R2qBLvJW9HflcVOZ832pans=","MEMDDcBuNlTytA6QDbx+R2qBLvJW9HflcVOZ832pans=","","","","0","7","2020-01-28","th"
"qMKz2T1uAfotbcCzDYXBx3bhVt+XRCD2fAI7ty2c3co=","qMKz2T1uAfotbcCzDYXBx3bhVt+XRCD2fAI7ty2c3co=","qMKz2T1uAfotbcCzDYXBx3bhVt+XRCD2fAI7ty2c3co=","","","","2","28","2017-09-12","th"
"RuV5dBIiMIqHV17fo+4CsVUxLaCj3phvuR5b9uY6kZw=","RuV5dBIiMIqHV17fo+4CsVUxLaCj3phvuR5b9uY6kZw=","RuV5dBIiMIqHV17fo+4CsVUxLaCj3phvuR5b9uY6kZw=","","อย่ากวนตรีนนนน","","0","5","2019-12-07","en"
"istQdXVVpZ0tZQgOVkPNjjDZhuDf1CilFv8FJvrdY=","istQdXVVpZ0tZQgOVkPNjjDZhuDf1CilFv8FJvrdY=","istQdXVVpZ0tZQgOVkPNjjDZhuDf1CilFv8FJvrdY=","","","","0","1","2020-02-03","en"
"AF+KJJzkrDk4rvAoeBjaELiuKbQOF83xYBxHzLPg8=","AF+KJJzkrDk4rvAoeBjaELiuKbQOF83xYBxHzLPg8=","AF+KJJzkrDk4rvAoeBjaELiuKbQOF83xYBxHzLPg8=","","007","","0","30","2019-10-03","th"
"H+n+QjXpKLgAYsEarLW3d5PBw0G1MoExV7t98+OLU=","H+n+QjXpKLgAYsEarLW3d5PBw0G1MoExV7t98+OLU=","H+n+QjXpKLgAYsEarLW3d5PBw0G1MoExV7t98+OLU=","","","","0","0","2019-12-07","en"
"1M2dnbIGZIVk8o+ZyaTuEyzZvecopi39LEctYzaGzYc=","1M2dnbIGZIVk8o+ZyaTuEyzZvecopi39LEctYzaGzYc=","1M2dnbIGZIVk8o+ZyaTuEyzZvecopi39LEctYzaGzYc=","","","","0","0","2020-01-21","th"
"6J7klI64VxFpUUHAY+lbKDP2ADYZjVU9da2+5DXqFsM=","6J7klI64VxFpUUHAY+lbKDP2ADYZjVU9da2+5DXqFsM=","6J7klI64VxFpUUHAY+lbKDP2ADYZjVU9da2+5DXqFsM=","","","","0","1","2020-01-09","en"
"MZ94DZ+wzf9obp39ytuv9Q+9j2r2aFNxihXXchx9mQ=","MZ94DZ+wzf9obp39ytuv9Q+9j2r2aFNxihXXchx9mQ=","MZ94DZ+wzf9obp39ytuv9Q+9j2r2aFNxihXXchx9mQ=","","","","0","0","2019-12-06","en"
"l3vqZKfg1d5f7NHoWm81dbIZ2qNmImtXvELGTYZQTPg=","l3vqZKfg1d5f7NHoWm81dbIZ2qNmImtXvELGTYZQTPg=","l3vqZKfg1d5f7NHoWm81dbIZ2qNmImtXvELGTYZQTPg=","","","","0","0","2019-12-16","en"
"NtM3Xy9egLX471jR16EplB34Nwlt45DsLjEvrJOhEm4=","NtM3Xy9egLX471jR16EplB34Nwlt45DsLjEvrJOhEm4=","NtM3Xy9egLX471jR16EplB34Nwlt45DsLjEvrJOhEm4=","","","","0","8","2019-12-03","en"
"VTybUSgAaCOi+EnEcmjyoWqnkrgPwz8n15y2BrcmMdc=","VTybUSgAaCOi+EnEcmjyoWqnkrgPwz8n15y2BrcmMdc=","VTybUSgAaCOi+EnEcmjyoWqnkrgPwz8n15y2BrcmMdc=","Texas USA","","","2","29","2019-12-06","en"
"HTv1GeiUcxb5GgXapdxN5yy2IuDdOIJSdiR+RBUVi4=","HTv1GeiUcxb5GgXapdxN5yy2IuDdOIJSdiR+RBUVi4=","HTv1GeiUcxb5GgXapdxN5yy2IuDdOIJSdiR+RBUVi4=","","","","0","26","2019-12-06","th"
"2ED7dVzSXzrW4kQVXEAYG6+ca3B0GsqJFFq8ci70Y2g=","2ED7dVzSXzrW4kQVXEAYG6+ca3B0GsqJFFq8ci70Y2g=","2ED7dVzSXzrW4kQVXEAYG6+ca3B0GsqJFFq8ci70Y2g=","","","","0","3","2020-01-09","en"
"zDYz0xLlDkMeE99SWphLV+Iv1rwwNCvsqo0aLc4VYs=","zDYz0xLlDkMeE99SWphLV+Iv1rwwNCvsqo0aLc4VYs=","zDYz0xLlDkMeE99SWphLV+Iv1rwwNCvsqo0aLc4VYs=","","ชอบลิเวอร์พูล","","7","59","2020-01-09","th"
"bKxo907jcT5kr8iyAG5F7fEPgH10zDKAD3IpIKopyw=","bKxo907jcT5kr8iyAG5F7fEPgH10zDKAD3IpIKopyw=","bKxo907jcT5kr8iyAG5F7fEPgH10zDKAD3IpIKopyw=","","","","0","0","2019-12-23","en"
"FXUpBXIxE0so26V6sUak5eZPiFCFxh9FbtWysTF3I0o=","FXUpBXIxE0so26V6sUak5eZPiFCFxh9FbtWysTF3I0o=","FXUpBXIxE0so26V6sUak5eZPiFCFxh9FbtWysTF3I0o=","","","","1","2","2019-11-25","en"
"5D5m7kUmuyEs+yq6qxazy5gz2evjQ40wJQRnfTP4Ayk=","5D5m7kUmuyEs+yq6qxazy5gz2evjQ40wJQRnfTP4Ayk=","5D5m7kUmuyEs+yq6qxazy5gz2evjQ40wJQRnfTP4Ayk=","","","","3","9","2019-12-06","en"
"16ITCf67TdMkdyI+OBxbkxI14sApbQw1yYyaVrGE3Y=","16ITCf67TdMkdyI+OBxbkxI14sApbQw1yYyaVrGE3Y=","16ITCf67TdMkdyI+OBxbkxI14sApbQw1yYyaVrGE3Y=","",".....No. messager.","","1","37","2019-12-12","th"
"GWASzSSfv9B1yN9Ao6rg1rvokWbsg2JKzb+ByPeDP8k=","GWASzSSfv9B1yN9Ao6rg1rvokWbsg2JKzb+ByPeDP8k=","GWASzSSfv9B1yN9Ao6rg1rvokWbsg2JKzb+ByPeDP8k=","","","","2","34","2020-01-02","en"
"R+XNHZdTMlXHkkyfxYdhepY21JDcjhhfihRYnltks=","R+XNHZdTMlXHkkyfxYdhepY21JDcjhhfihRYnltks=","R+XNHZdTMlXHkkyfxYdhepY21JDcjhhfihRYnltks=","","love love","","0","7","2020-01-04","en"
"D4U0PGIK9sdDSps3xO2yF7xOt0dmCTNaCWLszXSo=","D4U0PGIK9sdDSps3xO2yF7xOt0dmCTNaCWLszXSo=","D4U0PGIK9sdDSps3xO2yF7xOt0dmCTNaCWLszXSo=","","","","0","13","2020-02-21","en"
"YkIQX6Z13ziK6Fl0mvC1VYXwk+4pq+2yhYmUxq9pnpo=","YkIQX6Z13ziK6Fl0mvC1VYXwk+4pq+2yhYmUxq9pnpo=","YkIQX6Z13ziK6Fl0mvC1VYXwk+4pq+2yhYmUxq9pnpo=","","","","0","22","2014-05-27","th"
"yxXsyp1DeGawdE6dxnYzWVx2m3g0r7V+eBSoCX4d35E=","yxXsyp1DeGawdE6dxnYzWVx2m3g0r7V+eBSoCX4d35E=","yxXsyp1DeGawdE6dxnYzWVx2m3g0r7V+eBSoCX4d35E=","","","","21","61","2020-01-08","en"
"ON+ZNAaKHfSVZY348X3r+D5COdVJ94fpb3086497ktc=","ON+ZNAaKHfSVZY348X3r+D5COdVJ94fpb3086497ktc=","ON+ZNAaKHfSVZY348X3r+D5COdVJ94fpb3086497ktc=","","","","0","1","2020-01-09","en"
"bL5v+yM716UonphTgydS17sWyGEebAI8l93iIuPB1JI=","bL5v+yM716UonphTgydS17sWyGEebAI8l93iIuPB1JI=","bL5v+yM716UonphTgydS17sWyGEebAI8l93iIuPB1JI=","","ผัวไม่มีหาอยู่","","2","1","2019-12-06","en"
"rfxIPW1V5Rg7QwxxMY+yjXxXGiuIKdy1SF3uIUi0RuE=","rfxIPW1V5Rg7QwxxMY+yjXxXGiuIKdy1SF3uIUi0RuE=","rfxIPW1V5Rg7QwxxMY+yjXxXGiuIKdy1SF3uIUi0RuE=","","","","0","0","2020-02-16","en"
"w2SKfvLmiLpSmd5morwk+50cpE8NXZIpsMVm4KPA8=","w2SKfvLmiLpSmd5morwk+50cpE8NXZIpsMVm4KPA8=","w2SKfvLmiLpSmd5morwk+50cpE8NXZIpsMVm4KPA8=","","ดูหนัง ละคร และนอนเป็นกิจวัตร","","0","1","2019-12-07","en"
"xWqXb+8YyTcy8sQDspHhkPHDpaSMqVfOitrckjgg40=","xWqXb+8YyTcy8sQDspHhkPHDpaSMqVfOitrckjgg40=","xWqXb+8YyTcy8sQDspHhkPHDpaSMqVfOitrckjgg40=","","","","1","11","2020-02-19","th"
"UBQOPCexawDHBkUzha2Wk9Pp2D53UUr8X4hdikguv0=","UBQOPCexawDHBkUzha2Wk9Pp2D53UUr8X4hdikguv0=","UBQOPCexawDHBkUzha2Wk9Pp2D53UUr8X4hdikguv0=","","...","","0","7","2020-02-21","en"
"9DXPYigaViKdRlXiTPGUy4qeLMNYCam0250tuGJE70=","9DXPYigaViKdRlXiTPGUy4qeLMNYCam0250tuGJE70=","9DXPYigaViKdRlXiTPGUy4qeLMNYCam0250tuGJE70=","","","","0","14","2019-11-06","en"
"Ai5wLom3hnrzPCsdtCB2wgoPS6HTcKF+fIPDtmooWoU=","Ai5wLom3hnrzPCsdtCB2wgoPS6HTcKF+fIPDtmooWoU=","Ai5wLom3hnrzPCsdtCB2wgoPS6HTcKF+fIPDtmooWoU=","","-","","0","4","2020-02-20","en"
"Xfe+yQ+mk7xEadYL83Kdjr05mdI9A0xV6BRVgWvzI=","Xfe+yQ+mk7xEadYL83Kdjr05mdI9A0xV6BRVgWvzI=","Xfe+yQ+mk7xEadYL83Kdjr05mdI9A0xV6BRVgWvzI=","","","","0","0","2019-12-08","en"
"PzfckoOPVnDhH4vuf1PlB6UFcWudpVII4X52elEUfs=","PzfckoOPVnDhH4vuf1PlB6UFcWudpVII4X52elEUfs=","PzfckoOPVnDhH4vuf1PlB6UFcWudpVII4X52elEUfs=","","","","0","1","2020-01-09","en"
"bt2GoGJnNjcVtTeqVe+S+xy+DInSFNmxstcC5a3hJw=","bt2GoGJnNjcVtTeqVe+S+xy+DInSFNmxstcC5a3hJw=","bt2GoGJnNjcVtTeqVe+S+xy+DInSFNmxstcC5a3hJw=","","","","0","1","2020-01-14","en"
"AaSzbRaDDiPVXlDMGr5sIAwHkXcotOSIgWL5fiXXIo=","AaSzbRaDDiPVXlDMGr5sIAwHkXcotOSIgWL5fiXXIo=","AaSzbRaDDiPVXlDMGr5sIAwHkXcotOSIgWL5fiXXIo=","","","","0","1","2019-12-07","en"
"f07o9+701FoUZFswufHalXetPTKjMJOKi8ny1SxdEc=","f07o9+701FoUZFswufHalXetPTKjMJOKi8ny1SxdEc=","f07o9+701FoUZFswufHalXetPTKjMJOKi8ny1SxdEc=","","","","0","31","2020-01-14","en"
"R7UKdrNGsObJ29AXvnmsiFMlFt7opEZtIYEFEPZgUms=","R7UKdrNGsObJ29AXvnmsiFMlFt7opEZtIYEFEPZgUms=","R7UKdrNGsObJ29AXvnmsiFMlFt7opEZtIYEFEPZgUms=","","","","0","2","2019-12-08","en"
"ZQdiLmZFLhxK7uBjq6P5KAW5o40DnXlRSm78uiyBoik=","ZQdiLmZFLhxK7uBjq6P5KAW5o40DnXlRSm78uiyBoik=","ZQdiLmZFLhxK7uBjq6P5KAW5o40DnXlRSm78uiyBoik=","","","","0","22","2019-12-08","en"
"Vtg0QOpD4dVdmQFt+eNZgXFR8+YNhlVN+Vp0G1lfeh0=","Vtg0QOpD4dVdmQFt+eNZgXFR8+YNhlVN+Vp0G1lfeh0=","Vtg0QOpD4dVdmQFt+eNZgXFR8+YNhlVN+Vp0G1lfeh0=","","","","0","0","2019-12-13","en"
"CUYcUXkJS5r5RCfmxTmWySvHQ+eB+XVqF9Bu7EQjMs=","CUYcUXkJS5r5RCfmxTmWySvHQ+eB+XVqF9Bu7EQjMs=","CUYcUXkJS5r5RCfmxTmWySvHQ+eB+XVqF9Bu7EQjMs=","","yee haa","","0","10","2020-01-14","en"
